tab delimited	contribution																																		
id	version	timestamp	contributor	data_model_version	reference	description																													
17114	2	2021-04-22T00:16:27.735Z	@najmagic	3	10.1130/L580.1	"Added geologic_classes, lithologies, and ages to the locations table. Fix other ages problems. Fix other data formatting issues.  Added other required columns. "																													
>>>>>>>>>>																																			
tab delimited	locations																																		
location	location_type	citations	geologic_classes	lithologies	lat_s	lat_n	lon_w	lon_e	age_low	age_high	age_unit																								
This study		0.7	227.8	-10.9	SLB08.9a_LP-DIR-T	4.66E-07	1.63E-09	3.32E-09	4.28E-09	1	273	LT-T-Z:LP-DIR-T	8	g	pmagpy-3.2.1	SLB08.9a	u	0	0	748	SLB08.9a_LP-DIR-T-8														
This study		1.6	229.3	-10.7	SLB08.9a_LP-DIR-T	4.56E-07	8.07E-09	8.27E-09	5.02E-09	1	273	LT-T-Z:LP-DIR-T	9	g	pmagpy-3.2.1	SLB08.9a	u	0	0	773	SLB08.9a_LP-DIR-T-9														
This study		2.1	228.7	-10.6	SLB08.9a_LP-DIR-T	4.56E-07	1.16E-08	1.11E-08	4.21E-09	1	273	LT-T-Z:LP-DIR-T	10	g	pmagpy-3.2.1	SLB08.9a	u	0	0	773	SLB08.9a_LP-DIR-T-10														
This study		2.4	227	-10.6	SLB08.9a_LP-DIR-T	4.46E-07	1.27E-08	1.30E-08	3.49E-09	1	273	LT-T-Z:LP-DIR-T	11	g	pmagpy-3.2.1	SLB08.9a	u	0	0	798	SLB08.9a_LP-DIR-T-11														
This study		1.1	228.1	-10.9	SLB08.9a_LP-DIR-T	4.29E-07	6.40E-09	5.55E-09	1.14E-09	1	273	LT-T-Z:LP-DIR-T	12	g	pmagpy-3.2.1	SLB08.9a	u	0	0	823	SLB08.9a_LP-DIR-T-12														
This study		2.5	226.4	-10.7	SLB08.9a_LP-DIR-T	4.18E-07	1.19E-08	1.26E-08	4.57E-09	1	273	LT-T-Z:LP-DIR-T	13	g	pmagpy-3.2.1	SLB08.9a	u	0	0	833	SLB08.9a_LP-DIR-T-13														
This study		5.9	226.2	-10.6	SLB08.9a_LP-DIR-T	4.03E-07	2.94E-08	2.92E-08	3.57E-09	1	273	LT-T-Z:LP-DIR-T	14	g	pmagpy-3.2.1	SLB08.9a	u	0	0	843	SLB08.9a_LP-DIR-T-14														
This study		2	225.8	-10.4	SLB08.9a_LP-DIR-T	4.00E-07	9.12E-09	1.00E-08	3.96E-09	1	273	LT-T-Z:LP-DIR-T	15	g	pmagpy-3.2.1	SLB08.9a	u	0	0	848	SLB08.9a_LP-DIR-T-15														
This study		2.5	228	-10.5	SLB08.9a_LP-DIR-T	3.91E-07	1.17E-08	1.16E-08	3.93E-09	1	273	LT-T-Z:LP-DIR-T	16	g	pmagpy-3.2.1	SLB08.9a	u	0	0	853	SLB08.9a_LP-DIR-T-16														
This study		1	226	-10.4	SLB08.9a_LP-DIR-T	3.68E-07	3.71E-09	4.22E-09	3.23E-09	1	273	LT-T-Z:LP-DIR-T	17	g	pmagpy-3.2.1	SLB08.9a	u	0	0	868	SLB08.9a_LP-DIR-T-17														
This study		0.7	226.4	-10.5	SLB08.9a_LP-DIR-T	3.04E-07	1.11E-09	1.97E-09	3.05E-09	1	273	LT-T-Z:LP-DIR-T	18	g	pmagpy-3.2.1	SLB08.9a	u	0	0	883	SLB08.9a_LP-DIR-T-18														
This study		2.6	231.8	-10.5	SLB08.9a_LP-DIR-T	1.68E-07	5.87E-09	4.27E-09	2.07E-09	1	273	LT-T-Z:LP-DIR-T	19	g	pmagpy-3.2.1	SLB08.9a	u	0	0	898	SLB08.9a_LP-DIR-T-19														
This study		3.8	232.8	-10.4	SLB08.9a_LP-DIR-T	5.54E-08	3.16E-09	1.94E-09	5.38E-10	1	273	LT-T-Z:LP-DIR-T	20	g	pmagpy-3.2.1	SLB08.9a	u	0	0	913	SLB08.9a_LP-DIR-T-20														
This study		2.4	227.5	-9.7	SLB08.9a_LP-DIR-T	1.66E-08	5.69E-10	5.18E-10	1.56E-10	1	273	LT-T-Z:LP-DIR-T	21	g	pmagpy-3.2.1	SLB08.9a	u	0	0	928	SLB08.9a_LP-DIR-T-21														
This study		2.3	227.9	-8.8	SLB08.9a_LP-DIR-T	9.11E-09	2.84E-10	2.61E-10	1.18E-10	1	273	LT-T-Z:LP-DIR-T	22	g	pmagpy-3.2.1	SLB08.9a	u	0	0	938	SLB08.9a_LP-DIR-T-22														
This study		2.8	223.2	-8.6	SLB08.9a_LP-DIR-T	4.10E-09	1.43E-10	1.53E-10	5.02E-11	1	273	LT-T-Z:LP-DIR-T	23	g	pmagpy-3.2.1	SLB08.9a	u	0	0	948	SLB08.9a_LP-DIR-T-23														
This study		1.2	230	-7.2	SLB08.9a_LP-DIR-T	3.24E-09	4.96E-11	5.35E-11	4.29E-11	1	273	LT-T-Z:LP-DIR-T	24	g	pmagpy-3.2.1	SLB08.9a	u	0	0	953	SLB08.9a_LP-DIR-T-24														
This study		1	229	56	SLB09.1a_LP-DIR-T	8.87E-06	1.16E-07	1.15E-07	3.12E-08	1	273	LT-NO:LP-DIR-T	1	g	pmagpy-3.2.1	SLB09.1a	u	0	0	273	SLB09.1a_LP-DIR-T-1														
This study		0.8	229.9	56.1	SLB09.1a_LP-DIR-T	8.85E-06	1.12E-07	7.55E-08	2.07E-08	1	273	LT-LT-Z:LP-DIR-T	2	g	pmagpy-3.2.1	SLB09.1a	u	0	0	77	SLB09.1a_LP-DIR-T-2														
This study		0.7	228.7	55.9	SLB09.1a_LP-DIR-T	8.83E-06	9.63E-08	7.02E-08	3.69E-08	1	273	LT-T-Z:LP-DIR-T	3	g	pmagpy-3.2.1	SLB09.1a	u	0	0	373	SLB09.1a_LP-DIR-T-3														
This study		1.7	230.1	55.8	SLB09.1a_LP-DIR-T	8.45E-06	2.30E-07	1.18E-07	5.28E-08	1	273	LT-T-Z:LP-DIR-T	4	g	pmagpy-3.2.1	SLB09.1a	u	0	0	473	SLB09.1a_LP-DIR-T-4														
This study		1	231	55.6	SLB09.1a_LP-DIR-T	7.71E-06	1.20E-07	6.42E-08	2.93E-08	1	273	LT-T-Z:LP-DIR-T	5	g	pmagpy-3.2.1	SLB09.1a	u	0	0	573	SLB09.1a_LP-DIR-T-5														
This study		0.8	231.9	55.7	SLB09.1a_LP-DIR-T	6.92E-06	6.81E-08	7.34E-08	3.87E-08	1	273	LT-T-Z:LP-DIR-T	6	g	pmagpy-3.2.1	SLB09.1a	u	0	0	673	SLB09.1a_LP-DIR-T-6														
This study		1.5	230.2	55.6	SLB09.1a_LP-DIR-T	6.70E-06	1.62E-07	7.12E-08	3.33E-08	1	273	LT-T-Z:LP-DIR-T	7	g	pmagpy-3.2.1	SLB09.1a	u	0	0	723	SLB09.1a_LP-DIR-T-7														
This study		1.5	230.2	55.6	SLB09.1a_LP-DIR-T	6.70E-06	1.65E-07	7.22E-08	3.23E-08	1	273	LT-T-Z:LP-DIR-T	8	g	pmagpy-3.2.1	SLB09.1a	u	0	0	723	SLB09.1a_LP-DIR-T-8														
This study		1	230.4	55.5	SLB09.1a_LP-DIR-T	6.42E-06	1.11E-07	4.91E-08	3.12E-08	1	273	LT-T-Z:LP-DIR-T	9	g	pmagpy-3.2.1	SLB09.1a	u	0	0	748	SLB09.1a_LP-DIR-T-9														
This study		1.1	230.5	55.5	SLB09.1a_LP-DIR-T	6.42E-06	1.17E-07	4.96E-08	3.12E-08	1	273	LT-T-Z:LP-DIR-T	10	g	pmagpy-3.2.1	SLB09.1a	u	0	0	748	SLB09.1a_LP-DIR-T-10														
This study		1.4	228.9	55.4	SLB09.1a_LP-DIR-T	5.91E-06	1.27E-07	7.19E-08	2.62E-08	1	273	LT-T-Z:LP-DIR-T	11	g	pmagpy-3.2.1	SLB09.1a	u	0	0	773	SLB09.1a_LP-DIR-T-11														
This study		0.6	231.6	55.6	SLB09.1a_LP-DIR-T	5.50E-06	5.01E-08	4.03E-08	1.59E-08	1	273	LT-T-Z:LP-DIR-T	12	g	pmagpy-3.2.1	SLB09.1a	u	0	0	798	SLB09.1a_LP-DIR-T-12														
This study		0.8	229.8	55.6	SLB09.1a_LP-DIR-T	4.66E-06	6.22E-08	3.20E-08	1.49E-08	1	273	LT-T-Z:LP-DIR-T	13	g	pmagpy-3.2.1	SLB09.1a	u	0	0	823	SLB09.1a_LP-DIR-T-13														
This study		0.9	225.1	55.2	SLB09.1a_LP-DIR-T	4.08E-06	4.07E-08	5.86E-08	2.46E-08	1	273	LT-T-Z:LP-DIR-T	14	g	pmagpy-3.2.1	SLB09.1a	u	0	0	833	SLB09.1a_LP-DIR-T-14														
This study		1.4	230.4	55.3	SLB09.1a_LP-DIR-T	3.51E-06	8.01E-08	3.78E-08	1.45E-08	1	273	LT-T-Z:LP-DIR-T	15	g	pmagpy-3.2.1	SLB09.1a	u	0	0	843	SLB09.1a_LP-DIR-T-15														
This study		1.8	231.2	55.5	SLB09.1a_LP-DIR-T	3.44E-06	9.54E-08	5.05E-08	1.57E-08	1	273	LT-T-Z:LP-DIR-T	16	g	pmagpy-3.2.1	SLB09.1a	u	0	0	848	SLB09.1a_LP-DIR-T-16														
This study		1.8	231.1	55.3	SLB09.1a_LP-DIR-T	2.80E-06	7.99E-08	4.35E-08	1.22E-08	1	273	LT-T-Z:LP-DIR-T	17	g	pmagpy-3.2.1	SLB09.1a	u	0	0	853	SLB09.1a_LP-DIR-T-17														
This study		1.7	231.1	55.1	SLB09.1a_LP-DIR-T	1.94E-06	5.33E-08	2.49E-08	8.72E-09	1	273	LT-T-Z:LP-DIR-T	18	g	pmagpy-3.2.1	SLB09.1a	u	0	0	868	SLB09.1a_LP-DIR-T-18														
This study		1.3	230.9	55.3	SLB09.1a_LP-DIR-T	9.63E-07	2.10E-08	9.46E-09	4.25E-09	1	273	LT-T-Z:LP-DIR-T	19	g	pmagpy-3.2.1	SLB09.1a	u	0	0	883	SLB09.1a_LP-DIR-T-19														
This study		1.7	232.8	53.3	SLB09.1a_LP-DIR-T	3.33E-07	9.30E-09	3.80E-09	1.49E-09	1	273	LT-T-Z:LP-DIR-T	20	g	pmagpy-3.2.1	SLB09.1a	u	0	0	898	SLB09.1a_LP-DIR-T-20														
This study		0.7	227.2	54.3	SLB09.1a_LP-DIR-T	2.68E-07	3.07E-09	1.62E-09	8.90E-10	1	273	LT-T-Z:LP-DIR-T	21	g	pmagpy-3.2.1	SLB09.1a	u	0	0	913	SLB09.1a_LP-DIR-T-21														
This study		1	235.1	54.5	SLB09.1a_LP-DIR-T	2.46E-07	3.85E-09	2.27E-09	9.19E-10	1	273	LT-T-Z:LP-DIR-T	22	g	pmagpy-3.2.1	SLB09.1a	u	0	0	928	SLB09.1a_LP-DIR-T-22														
This study		2.9	227.5	54.4	SLB09.1a_LP-DIR-T	2.11E-07	8.24E-09	6.92E-09	8.11E-10	1	273	LT-T-Z:LP-DIR-T	23	g	pmagpy-3.2.1	SLB09.1a	u	0	0	938	SLB09.1a_LP-DIR-T-23														
This study		1.7	235.8	56.7	SLB09.1a_LP-DIR-T	1.81E-07	4.53E-09	2.75E-09	5.83E-10	1	273	LT-T-Z:LP-DIR-T	24	g	pmagpy-3.2.1	SLB09.1a	u	0	0	948	SLB09.1a_LP-DIR-T-24														
This study		2	222.1	53.6	SLB09.1a_LP-DIR-T	1.02E-07	3.05E-09	1.89E-09	2.82E-10	1	273	LT-T-Z:LP-DIR-T	25	g	pmagpy-3.2.1	SLB09.1a	u	0	0	953	SLB09.1a_LP-DIR-T-25														
This study		0.8	233	36	SLB09.3a_LP-DIR-T	3.67E-06	3.59E-08	3.42E-08	3.18E-08	1	273	LT-NO:LP-DIR-T	1	g	pmagpy-3.2.1	SLB09.3a	u	0	0	273	SLB09.3a_LP-DIR-T-1														
This study		0.9	232.2	35.9	SLB09.3a_LP-DIR-T	3.63E-06	3.87E-08	3.89E-08	3.08E-08	1	273	LT-LT-Z:LP-DIR-T	2	g	pmagpy-3.2.1	SLB09.3a	u	0	0	77	SLB09.3a_LP-DIR-T-2														
This study		1.6	231.8	35.9	SLB09.3a_LP-DIR-T	3.62E-06	5.30E-08	8.30E-08	3.02E-08	1	273	LT-T-Z:LP-DIR-T	3	g	pmagpy-3.2.1	SLB09.3a	u	0	0	373	SLB09.3a_LP-DIR-T-3														
This study		2.5	235.3	36.1	SLB09.3a_LP-DIR-T	3.46E-06	1.15E-07	9.45E-08	9.59E-09	1	273	LT-T-Z:LP-DIR-T	4	g	pmagpy-3.2.1	SLB09.3a	u	0	0	473	SLB09.3a_LP-DIR-T-4														
This study		1.4	234.4	35	SLB09.3a_LP-DIR-T	3.14E-06	7.68E-08	2.55E-08	2.12E-08	1	273	LT-T-Z:LP-DIR-T	5	g	pmagpy-3.2.1	SLB09.3a	u	0	0	573	SLB09.3a_LP-DIR-T-5														
This study		3.7	233.9	35.7	SLB09.3a_LP-DIR-T	2.70E-06	1.35E-07	1.13E-07	7.19E-09	1	273	LT-T-Z:LP-DIR-T	6	g	pmagpy-3.2.1	SLB09.3a	u	0	0	673	SLB09.3a_LP-DIR-T-6														
This study		2.7	231.3	35.9	SLB09.3a_LP-DIR-T	2.55E-06	7.96E-08	8.96E-08	1.47E-08	1	273	LT-T-Z:LP-DIR-T	7	g	pmagpy-3.2.1	SLB09.3a	u	0	0	723	SLB09.3a_LP-DIR-T-7														
This study		2.5	230.6	35.6	SLB09.3a_LP-DIR-T	2.42E-06	6.08E-08	8.47E-08	2.01E-08	1	273	LT-T-Z:LP-DIR-T	8	g	pmagpy-3.2.1	SLB09.3a	u	0	0	748	SLB09.3a_LP-DIR-T-8														
This study		1.2	233.1	35.1	SLB09.3a_LP-DIR-T	2.17E-06	1.77E-08	3.68E-08	2.12E-08	1	273	LT-T-Z:LP-DIR-T	9	g	pmagpy-3.2.1	SLB09.3a	u	0	0	773	SLB09.3a_LP-DIR-T-9														
This study		0.9	232.6	35.5	SLB09.3a_LP-DIR-T	2.00E-06	3.03E-08	1.60E-08	1.39E-08	1	273	LT-T-Z:LP-DIR-T	10	g	pmagpy-3.2.1	SLB09.3a	u	0	0	798	SLB09.3a_LP-DIR-T-10														
This study		1.2	231.4	34.5	SLB09.3a_LP-DIR-T	1.69E-06	2.78E-08	1.34E-08	2.02E-08	1	273	LT-T-Z:LP-DIR-T	11	g	pmagpy-3.2.1	SLB09.3a	u	0	0	823	SLB09.3a_LP-DIR-T-11														
This study		1	231.9	35.5	SLB09.3a_LP-DIR-T	1.48E-06	1.13E-08	2.21E-08	1.43E-08	1	273	LT-T-Z:LP-DIR-T	12	g	pmagpy-3.2.1	SLB09.3a	u	0	0	833	SLB09.3a_LP-DIR-T-12														
This study		0.7	233.1	35.8	SLB09.3a_LP-DIR-T	1.28E-06	1.21E-08	1.23E-08	7.97E-09	1	273	LT-T-Z:LP-DIR-T	13	g	pmagpy-3.2.1	SLB09.3a	u	0	0	843	SLB09.3a_LP-DIR-T-13														
This study		0.8	232.2	36	SLB09.3a_LP-DIR-T	1.26E-06	1.07E-08	1.32E-08	8.55E-09	1	273	LT-T-Z:LP-DIR-T	14	g	pmagpy-3.2.1	SLB09.3a	u	0	0	848	SLB09.3a_LP-DIR-T-14														
This study		0.7	233.7	36.3	SLB09.3a_LP-DIR-T	1.02E-06	1.02E-08	6.50E-09	6.25E-09	1	273	LT-T-Z:LP-DIR-T	15	g	pmagpy-3.2.1	SLB09.3a	u	0	0	853	SLB09.3a_LP-DIR-T-15														
This study		1.4	231.2	36.1	SLB09.3a_LP-DIR-T	7.29E-07	1.17E-08	1.29E-08	3.25E-09	1	273	LT-T-Z:LP-DIR-T	16	g	pmagpy-3.2.1	SLB09.3a	u	0	0	868	SLB09.3a_LP-DIR-T-16														
This study		2.5	233.5	34.8	SLB09.3a_LP-DIR-T	4.61E-07	1.48E-08	1.29E-08	3.25E-09	1	273	LT-T-Z:LP-DIR-T	17	g	pmagpy-3.2.1	SLB09.3a	u	0	0	883	SLB09.3a_LP-DIR-T-17														
This study		2.6	228.4	35.4	SLB09.3a_LP-DIR-T	2.53E-07	8.25E-09	7.83E-09	1.36E-09	1	273	LT-T-Z:LP-DIR-T	18	g	pmagpy-3.2.1	SLB09.3a	u	0	0	898	SLB09.3a_LP-DIR-T-18														
This study		0.9	232.5	35.8	SLB09.3a_LP-DIR-T	2.26E-07	2.20E-09	2.61E-09	1.90E-09	1	273	LT-T-Z:LP-DIR-T	19	g	pmagpy-3.2.1	SLB09.3a	u	0	0	913	SLB09.3a_LP-DIR-T-19														
This study		1.9	230.9	36.7	SLB09.3a_LP-DIR-T	2.08E-07	5.01E-09	4.67E-09	1.46E-09	1	273	LT-T-Z:LP-DIR-T	20	g	pmagpy-3.2.1	SLB09.3a	u	0	0	928	SLB09.3a_LP-DIR-T-20														
This study		0.8	231.9	34.8	SLB09.3a_LP-DIR-T	1.95E-07	2.07E-09	1.81E-09	1.18E-09	1	273	LT-T-Z:LP-DIR-T	21	g	pmagpy-3.2.1	SLB09.3a	u	0	0	938	SLB09.3a_LP-DIR-T-21														
This study		1.8	230.3	36.8	SLB09.3a_LP-DIR-T	1.75E-07	4.42E-09	3.50E-09	6.53E-10	1	273	LT-T-Z:LP-DIR-T	22	g	pmagpy-3.2.1	SLB09.3a	u	0	0	948	SLB09.3a_LP-DIR-T-22														
This study		0.8	235.4	35.2	SLB09.3a_LP-DIR-T	1.25E-07	9.71E-10	1.21E-09	1.10E-09	1	273	LT-T-Z:LP-DIR-T	23	g	pmagpy-3.2.1	SLB09.3a	u	0	0	953	SLB09.3a_LP-DIR-T-23														
This study		0.6	239.1	34.9	SLB09.4a_LP-DIR-T	2.22E-05	1.89E-07	1.58E-07	9.64E-08	1	273	LT-NO:LP-DIR-T	1	g	pmagpy-3.2.1	SLB09.4a	u	0	0	273	SLB09.4a_LP-DIR-T-1														
This study		0.9	238.8	34.8	SLB09.4a_LP-DIR-T	2.21E-05	2.76E-07	2.50E-07	9.99E-08	1	273	LT-LT-Z:LP-DIR-T	2	g	pmagpy-3.2.1	SLB09.4a	u	0	0	77	SLB09.4a_LP-DIR-T-2														
This study		1.3	238.3	34.8	SLB09.4a_LP-DIR-T	2.21E-05	4.08E-07	3.34E-07	9.34E-08	1	273	LT-T-Z:LP-DIR-T	3	g	pmagpy-3.2.1	SLB09.4a	u	0	0	373	SLB09.4a_LP-DIR-T-3														
This study		1.5	238.6	34.4	SLB09.4a_LP-DIR-T	2.13E-05	5.33E-07	2.44E-07	1.06E-07	1	273	LT-T-Z:LP-DIR-T	4	g	pmagpy-3.2.1	SLB09.4a	u	0	0	473	SLB09.4a_LP-DIR-T-4														
This study		0.6	241.1	34	SLB09.4a_LP-DIR-T	1.90E-05	2.04E-07	1.37E-07	5.91E-08	1	273	LT-T-Z:LP-DIR-T	5	g	pmagpy-3.2.1	SLB09.4a	u	0	0	573	SLB09.4a_LP-DIR-T-5														
This study		1.4	236	33.7	SLB09.4a_LP-DIR-T	1.62E-05	3.59E-07	1.86E-07	7.56E-08	1	273	LT-T-Z:LP-DIR-T	6	g	pmagpy-3.2.1	SLB09.4a	u	0	0	673	SLB09.4a_LP-DIR-T-6														
This study		1.9	238.1	33.8	SLB09.4a_LP-DIR-T	1.61E-05	4.47E-07	3.20E-07	3.76E-08	1	273	LT-T-Z:LP-DIR-T	7	g	pmagpy-3.2.1	SLB09.4a	u	0	0	723	SLB09.4a_LP-DIR-T-7														
This study		1.6	238	33.6	SLB09.4a_LP-DIR-T	1.58E-05	3.34E-07	2.87E-07	4.83E-08	1	273	LT-T-Z:LP-DIR-T	8	g	pmagpy-3.2.1	SLB09.4a	u	0	0	748	SLB09.4a_LP-DIR-T-8														
This study		1.7	238.2	33.3	SLB09.4a_LP-DIR-T	1.48E-05	4.15E-07	1.84E-07	1.01E-07	1	273	LT-T-Z:LP-DIR-T	9	g	pmagpy-3.2.1	SLB09.4a	u	0	0	773	SLB09.4a_LP-DIR-T-9														
This study		0.7	240.1	33.7	SLB09.4a_LP-DIR-T	1.44E-05	1.61E-07	9.85E-08	6.23E-08	1	273	LT-T-Z:LP-DIR-T	10	g	pmagpy-3.2.1	SLB09.4a	u	0	0	798	SLB09.4a_LP-DIR-T-10														
This study		1.1	237.8	33.6	SLB09.4a_LP-DIR-T	1.30E-05	2.14E-07	1.60E-07	5.15E-08	1	273	LT-T-Z:LP-DIR-T	11	g	pmagpy-3.2.1	SLB09.4a	u	0	0	823	SLB09.4a_LP-DIR-T-11														
This study		1.7	237.7	33.2	SLB09.4a_LP-DIR-T	1.20E-05	3.25E-07	1.81E-07	6.47E-08	1	273	LT-T-Z:LP-DIR-T	12	g	pmagpy-3.2.1	SLB09.4a	u	0	0	833	SLB09.4a_LP-DIR-T-12														
This study		0.5	240.8	33.5	SLB09.4a_LP-DIR-T	1.08E-05	9.11E-08	7.15E-08	4.15E-08	1	273	LT-T-Z:LP-DIR-T	13	g	pmagpy-3.2.1	SLB09.4a	u	0	0	843	SLB09.4a_LP-DIR-T-13														
This study		0.6	242	33.6	SLB09.4a_LP-DIR-T	1.07E-05	1.10E-07	7.85E-08	3.65E-08	1	273	LT-T-Z:LP-DIR-T	14	g	pmagpy-3.2.1	SLB09.4a	u	0	0	848	SLB09.4a_LP-DIR-T-14														
This study		0.9	238.5	33.5	SLB09.4a_LP-DIR-T	8.95E-06	1.25E-07	7.48E-08	3.28E-08	1	273	LT-T-Z:LP-DIR-T	15	g	pmagpy-3.2.1	SLB09.4a	u	0	0	853	SLB09.4a_LP-DIR-T-15														
This study		2	238	33.5	SLB09.4a_LP-DIR-T	6.40E-06	1.91E-07	1.21E-07	2.21E-08	1	273	LT-T-Z:LP-DIR-T	16	g	pmagpy-3.2.1	SLB09.4a	u	0	0	868	SLB09.4a_LP-DIR-T-16														
This study		0.8	238.3	33.4	SLB09.4a_LP-DIR-T	3.48E-06	3.89E-08	3.20E-08	1.27E-08	1	273	LT-T-Z:LP-DIR-T	17	g	pmagpy-3.2.1	SLB09.4a	u	0	0	883	SLB09.4a_LP-DIR-T-17														
This study		1	237	32.4	SLB09.4a_LP-DIR-T	1.39E-06	1.74E-08	1.75E-08	5.08E-09	1	273	LT-T-Z:LP-DIR-T	18	g	pmagpy-3.2.1	SLB09.4a	u	0	0	898	SLB09.4a_LP-DIR-T-18														
This study		0.9	240.7	32.8	SLB09.4a_LP-DIR-T	8.33E-07	1.05E-08	8.66E-09	3.35E-09	1	273	LT-T-Z:LP-DIR-T	19	g	pmagpy-3.2.1	SLB09.4a	u	0	0	913	SLB09.4a_LP-DIR-T-19														
This study		0.4	238.7	33.4	SLB09.4a_LP-DIR-T	7.73E-07	5.30E-09	4.64E-09	2.90E-09	1	273	LT-T-Z:LP-DIR-T	20	g	pmagpy-3.2.1	SLB09.4a	u	0	0	928	SLB09.4a_LP-DIR-T-20														
This study		2.3	238.8	32.7	SLB09.4a_LP-DIR-T	6.86E-07	2.42E-08	1.35E-08	2.67E-09	1	273	LT-T-Z:LP-DIR-T	21	g	pmagpy-3.2.1	SLB09.4a	u	0	0	938	SLB09.4a_LP-DIR-T-21														
This study		0.7	241.7	33.4	SLB09.4a_LP-DIR-T	6.61E-07	7.31E-09	4.16E-09	2.64E-09	1	273	LT-T-Z:LP-DIR-T	22	g	pmagpy-3.2.1	SLB09.4a	u	0	0	948	SLB09.4a_LP-DIR-T-22														
This study		1.1	238.4	31.9	SLB09.4a_LP-DIR-T	5.49E-07	8.25E-09	7.06E-09	2.16E-09	1	273	LT-T-Z:LP-DIR-T	23	g	pmagpy-3.2.1	SLB09.4a	u	0	0	953	SLB09.4a_LP-DIR-T-23														
This study		2	243.9	35.4	SLB09.5a_LP-DIR-T	2.19E-05	5.67E-07	4.54E-07	2.37E-07	1	273	LT-NO:LP-DIR-T	1	g	pmagpy-3.2.1	SLB09.5a	u	0	0	273	SLB09.5a_LP-DIR-T-1														
This study		1.2	243.8	35.3	SLB09.5a_LP-DIR-T	2.18E-05	2.68E-07	3.26E-07	2.18E-07	1	273	LT-LT-Z:LP-DIR-T	2	g	pmagpy-3.2.1	SLB09.5a	u	0	0	77	SLB09.5a_LP-DIR-T-2														
This study		1.3	243.3	35.3	SLB09.5a_LP-DIR-T	2.18E-05	3.14E-07	3.63E-07	2.21E-07	1	273	LT-T-Z:LP-DIR-T	3	g	pmagpy-3.2.1	SLB09.5a	u	0	0	373	SLB09.5a_LP-DIR-T-3														
This study		2.8	242.4	34.9	SLB09.5a_LP-DIR-T	2.08E-05	7.58E-07	6.46E-07	2.31E-07	1	273	LT-T-Z:LP-DIR-T	4	g	pmagpy-3.2.1	SLB09.5a	u	0	0	473	SLB09.5a_LP-DIR-T-4														
This study		1.3	243.6	34.5	SLB09.5a_LP-DIR-T	1.84E-05	3.78E-07	1.35E-07	1.74E-07	1	273	LT-T-Z:LP-DIR-T	5	g	pmagpy-3.2.1	SLB09.5a	u	0	0	573	SLB09.5a_LP-DIR-T-5														
This study		1.1	243.2	34.2	SLB09.5a_LP-DIR-T	1.51E-05	2.28E-07	1.41E-07	1.74E-07	1	273	LT-T-Z:LP-DIR-T	6	g	pmagpy-3.2.1	SLB09.5a	u	0	0	673	SLB09.5a_LP-DIR-T-6														
This study		1.1	242.8	34.2	SLB09.5a_LP-DIR-T	1.50E-05	1.32E-07	2.25E-07	1.61E-07	1	273	LT-T-Z:LP-DIR-T	7	g	pmagpy-3.2.1	SLB09.5a	u	0	0	723	SLB09.5a_LP-DIR-T-7														
This study		1.5	244.3	34.2	SLB09.5a_LP-DIR-T	1.48E-05	2.50E-07	2.76E-07	1.45E-07	1	273	LT-T-Z:LP-DIR-T	8	g	pmagpy-3.2.1	SLB09.5a	u	0	0	748	SLB09.5a_LP-DIR-T-8														
This study		1.5	243	34.1	SLB09.5a_LP-DIR-T	1.39E-05	2.17E-07	2.72E-07	1.49E-07	1	273	LT-T-Z:LP-DIR-T	9	g	pmagpy-3.2.1	SLB09.5a	u	0	0	773	SLB09.5a_LP-DIR-T-9														
This study		1	244.9	34.1	SLB09.5a_LP-DIR-T	1.36E-05	1.25E-07	2.17E-07	1.09E-07	1	273	LT-T-Z:LP-DIR-T	10	g	pmagpy-3.2.1	SLB09.5a	u	0	0	798	SLB09.5a_LP-DIR-T-10														
This study		1.8	241.3	34.1	SLB09.5a_LP-DIR-T	1.22E-05	2.45E-07	2.88E-07	1.11E-07	1	273	LT-T-Z:LP-DIR-T	11	g	pmagpy-3.2.1	SLB09.5a	u	0	0	823	SLB09.5a_LP-DIR-T-11														
This study		0.9	245.8	33.9	SLB09.5a_LP-DIR-T	1.10E-05	1.49E-07	7.17E-08	9.90E-08	1	273	LT-T-Z:LP-DIR-T	12	g	pmagpy-3.2.1	SLB09.5a	u	0	0	833	SLB09.5a_LP-DIR-T-12														
This study		0.9	245.6	34	SLB09.5a_LP-DIR-T	9.69E-06	7.17E-08	1.26E-07	8.01E-08	1	273	LT-T-Z:LP-DIR-T	13	g	pmagpy-3.2.1	SLB09.5a	u	0	0	843	SLB09.5a_LP-DIR-T-13														
This study		3	244.1	34.3	SLB09.5a_LP-DIR-T	9.39E-06	3.90E-07	2.80E-07	8.61E-08	1	273	LT-T-Z:LP-DIR-T	14	g	pmagpy-3.2.1	SLB09.5a	u	0	0	848	SLB09.5a_LP-DIR-T-14														
This study		0.9	242.7	34	SLB09.5a_LP-DIR-T	7.74E-06	9.57E-08	5.76E-08	7.77E-08	1	273	LT-T-Z:LP-DIR-T	15	g	pmagpy-3.2.1	SLB09.5a	u	0	0	853	SLB09.5a_LP-DIR-T-15														
This study		2.3	241.8	34.1	SLB09.5a_LP-DIR-T	5.65E-06	1.77E-07	1.39E-07	4.77E-08	1	273	LT-T-Z:LP-DIR-T	16	g	pmagpy-3.2.1	SLB09.5a	u	0	0	868	SLB09.5a_LP-DIR-T-16														
